"","PresentationOrder","Condition","File","Subject","Group","Accent","TalkerID","AccRating","Block","Sentence","Mean.PossibleKeywords","Stimulus.OnsetTime","Stimulus.OffsetTime","Mean.Response.ACC","Mean.Response.RESP","PercentCorrect","Duration","OnsetMarker","ResponseOnset"
"5033","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,23,"The dog made an angry noise",4,293929,296190,1,4,1,2231,NA,-2231
"5034","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,24,"A cat jumped off the fence",4,310276,312190,0,0,0,1884,NA,-1884
"5035","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,25,"The oven is too hot",4,323171,324840,0,0,0,1639,NA,-1639
"5036","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,26,"The cow gave some milk",4,334411,336170,0,1,0.25,1729,NA,-1729
"5037","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,27,"The train is moving fast",3,346639,348580,0,0,0,1911,NA,-1911
"5038","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,28,"They are coming for Christmas",3,359173,361169,1,3,1,1966,NA,-1966
"5039","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,29,"She looked in her mirror",4,370774,372549,0,1,0.25,1745,NA,-1745
"5040","Second","C3","AD_A","7103","YNH","Japanese","J1M",5.86,30,"The ground is very hard",4,382081,383850,0,0,0,1739,NA,-1739
"5041","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,1,"The fish swam in the pond",4,11367,13186,1,4,1,1789,NA,-1789
"5042","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,2,"The lady stayed for lunch",4,29488,31606,0,1,0.25,2088,NA,-2088
"5043","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,3,"The little girl was happy",4,44170,45935,0,2,0.5,1735,NA,-1735
"5044","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,4,"The oven is too hot",4,57104,58766,1,4,1,1632,NA,-1632
"5045","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,5,"The dogs went for a walk",4,69811,71485,0,3,0.75,1644,NA,-1644
"5046","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,6,"They are coming for Christmas",3,87999,89994,0,0,0,1965,NA,-1965
"5047","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,7,"He listened to his father",4,105547,107774,0,0,0,2197,NA,-2197
"5048","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,8,"The faucets are above the sink",4,121175,123985,0,2,0.5,2780,NA,-2780
"5049","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,9,"The shirts are hanging in the closet",4,139056,141575,1,4,1,2489,NA,-2489
"5050","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,10,"The cows are in the pasture",4,157444,159594,1,4,1,2120,NA,-2120
"5051","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,11,"They are riding their bicycles",3,170605,172533,1,3,1,1898,NA,-1898
"5052","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,12,"A cat jumped off the fence",4,185433,187343,0,1,0.25,1880,NA,-1880
"5053","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,13,"The good boy is helping",3,199474,201164,0,0,0,1660,NA,-1660
"5054","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,14,"Some brown leaves fell off the tree",6,212381,215474,0,0,0,3063,NA,-3063
"5055","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,15,"The dog made an angry noise",4,228889,231154,1,4,1,2235,NA,-2235
"5056","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,16,"He lost his hat",3,243690,245093,0,0,0,1373,NA,-1373
"5057","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,17,"The chicken laid some eggs",4,255744,257673,0,3,0.75,1899,NA,-1899
"5058","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,18,"The puppy plays with the ball",4,269879,272163,0,0,0,2254,NA,-2254
"5059","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,19,"The buckets hold water",3,284626,286502,0,2,0.666666666666667,1846,NA,-1846
"5060","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,20,"The candy shop was empty",4,297161,299143,0,0,0,1952,NA,-1952
"5061","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,21,"The janitor used a broom",3,313748,315532,0,2,0.666666666666667,1754,NA,-1754
"5062","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,22,"The train stops at the station",4,328469,330692,0,0,0,2193,NA,-2193
"5063","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,23,"The driver waited by the corner",4,343044,345203,0,1,0.25,2129,NA,-2129
"5064","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,24,"The cow gave some milk",4,360298,362051,0,3,0.75,1723,NA,-1723
"5065","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,25,"She looked in her mirror",4,373886,375662,0,2,0.5,1746,NA,-1746
"5066","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,26,"A dish towel is by the sink",5,386100,389202,0,0,0,3072,NA,-3072
"5067","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,27,"A girl came into the room",4,402168,403982,0,3,0.75,1784,NA,-1784
"5068","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,28,"The ground is very hard",4,418182,419952,0,2,0.5,1740,NA,-1740
"5069","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,29,"The dog jumped on the chair",4,432077,434202,0,2,0.5,2095,NA,-2095
"5070","Third","C3","AD_A","311","OHI","Japanese","J1M",5.86,30,"The train is moving fast",3,447464,449410,1,3,1,1916,NA,-1916
"5071","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,1,"The little girl was happy",4,14909,16227,0,0,0,1288,NA,-1288
"5072","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,2,"The faucets are above the sink",4,24456,26346,0,1,0.25,1860,NA,-1860
"5073","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,3,"The cow gave some milk",4,37390,38966,0,0,0,1546,NA,-1546
"5074","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,4,"The train is moving fast",3,48178,49926,1,3,1,1718,NA,-1718
"5075","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,5,"The ground is very hard",4,58925,60347,0,3,0.75,1392,NA,-1392
"5076","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,6,"They are coming for Christmas",3,68286,69995,0,1,0.333333333333333,1679,NA,-1679
"5077","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,7,"The buckets hold water",3,80286,81995,0,0,0,1679,NA,-1679
"5078","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,8,"A cat jumped off the fence",4,91901,93425,0,0,0,1494,NA,-1494
"5079","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,9,"He lost his hat",3,102235,103466,0,0,0,1201,NA,-1201
"5080","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,10,"The janitor used a broom",3,112782,114215,0,0,0,1403,NA,-1403
"5081","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,11,"The dog jumped on the chair",4,124063,125606,1,4,1,1513,NA,-1513
"5082","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,12,"The dogs went for a walk",4,133983,135656,1,4,1,1643,NA,-1643
"5083","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,13,"They are riding their bicycles",3,143824,145545,0,1,0.333333333333333,1691,NA,-1691
"5084","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,14,"The puppy plays with the ball",4,156598,158234,0,2,0.5,1606,NA,-1606
"5085","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,15,"Some brown leaves fell off the tree",6,169253,171465,0,4,0.666666666666667,2182,NA,-2182
"5086","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,16,"The cows are in the pasture",4,181947,183764,0,1,0.25,1787,NA,-1787
"5087","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,17,"The shirts are hanging in the closet",4,194814,196864,0,1,0.25,2020,NA,-2020
"5088","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,18,"The candy shop was empty",4,207042,208645,0,2,0.5,1573,NA,-1573
"5089","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,19,"The lady stayed for lunch",4,218829,220474,0,2,0.5,1615,NA,-1615
"5090","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,20,"The oven is too hot",4,230324,231765,0,2,0.5,1411,NA,-1411
"5091","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,21,"A girl came into the room",4,240711,242335,0,0,0,1594,NA,-1594
"5092","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,22,"He listened to his father",4,253178,254773,1,4,1,1565,NA,-1565
"5093","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,23,"The good boy is helping",3,262619,264184,0,2,0.666666666666667,1535,NA,-1535
"5094","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,24,"The chicken laid some eggs",4,273300,275013,1,4,1,1683,NA,-1683
"5095","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,25,"The dog made an angry noise",4,282581,284573,1,4,1,1962,NA,-1962
"5096","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,26,"A dish towel is by the sink",5,294528,296323,0,4,0.8,1765,NA,-1765
"5097","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,27,"The train stops at the station",4,305142,306954,0,2,0.5,1782,NA,-1782
"5098","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,28,"She looked in her mirror",4,316436,317974,0,0,0,1508,NA,-1508
"5099","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,29,"The driver waited by the corner",4,326317,328264,0,1,0.25,1917,NA,-1917
"5100","Fourth","C3","AD_B","7104","YNH","Japanese","J2M",5.48,30,"The fish swam in the pond",4,340038,341494,0,3,0.75,1426,NA,-1426
"5101","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,1,"The driver waited by the corner",4,10200,12358,0,2,0.5,2128,NA,-2128
"5102","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,2,"She looked in her mirror",4,21921,23697,1,4,1,1746,NA,-1746
"5103","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,3,"The puppy plays with the ball",4,32241,34527,1,4,1,2256,NA,-2256
"5104","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,4,"He lost his hat",3,44735,46137,0,2,0.666666666666667,1372,NA,-1372
"5105","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,5,"They are coming for Christmas",3,55083,57077,1,3,1,1964,NA,-1964
"5106","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,6,"The dog made an angry noise",4,65990,68258,1,4,1,2238,NA,-2238
"5107","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,7,"The faucets are above the sink",4,76924,79726,0,1,0.25,2772,NA,-2772
"5108","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,8,"The dog jumped on the chair",4,91525,93648,0,3,0.75,2093,NA,-2093
"5109","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,9,"The fish swam in the pond",4,103620,105437,0,2,0.5,1787,NA,-1787
"5110","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,10,"The candy shop was empty",4,113380,115366,0,0,0,1956,NA,-1956
"5111","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,11,"The oven is too hot",4,125248,126917,1,4,1,1639,NA,-1639
"5112","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,12,"The train is moving fast",3,134995,136936,1,3,1,1911,NA,-1911
"5113","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,13,"The shirts are hanging in the closet",4,145662,148176,1,4,1,2484,NA,-2484
"5114","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,14,"The little girl was happy",4,157423,159187,0,3,0.75,1734,NA,-1734
"5115","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,15,"The cow gave some milk",4,167464,169216,0,3,0.75,1722,NA,-1722
"5116","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,16,"They are riding their bicycles",3,176638,178566,1,3,1,1898,NA,-1898
"5117","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,17,"The train stops at the station",4,188585,190816,1,4,1,2201,NA,-2201
"5118","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,18,"The good boy is helping",3,199933,201615,1,3,1,1652,NA,-1652
"5119","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,19,"The janitor used a broom",3,210614,212396,1,3,1,1752,NA,-1752
"5120","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,20,"Some brown leaves fell off the tree",6,220801,223895,0,2,0.333333333333333,3064,NA,-3064
"5121","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,21,"The buckets hold water",3,233629,235506,1,3,1,1847,NA,-1847
"5122","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,22,"A cat jumped off the fence",4,244376,246295,0,1,0.25,1889,NA,-1889
"5123","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,23,"A dish towel is by the sink",5,255297,258406,0,0,0,3079,NA,-3079
"5124","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,24,"The cows are in the pasture",4,270005,272155,0,3,0.75,2120,NA,-2120
"5125","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,25,"The ground is very hard",4,281365,283134,1,4,1,1739,NA,-1739
"5126","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,26,"The lady stayed for lunch",4,291926,294044,1,4,1,2088,NA,-2088
"5127","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,27,"A girl came into the room",4,302980,304795,0,2,0.5,1785,NA,-1785
"5128","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,28,"The chicken laid some eggs",4,313354,315285,1,4,1,1901,NA,-1901
"5129","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,29,"The dogs went for a walk",4,323115,324795,0,3,0.75,1650,NA,-1650
"5130","Third","C3","AD_A","7105","YNH","Japanese","J1M",5.86,30,"He listened to his father",4,332596,334825,0,3,0.75,2199,NA,-2199
"5131","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,1,"The cow gave some milk",4,15305,17063,0,0,0,1728,NA,-1728
"5132","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,2,"A dish towel is by the sink",5,28519,31623,0,2,0.4,3074,NA,-3074
"5133","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,3,"The little girl was happy",4,45814,47583,0,2,0.5,1739,NA,-1739
"5134","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,4,"The dogs went for a walk",4,57575,59252,0,0,0,1647,NA,-1647
"5135","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,5,"She looked in her mirror",4,70789,72562,1,4,1,1743,NA,-1743
"5136","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,6,"The janitor used a broom",3,84577,86363,0,2,0.666666666666667,1756,NA,-1756
"5137","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,7,"The candy shop was empty",4,95751,97732,1,4,1,1951,NA,-1951
"5138","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,8,"A girl came into the room",4,106458,108272,1,4,1,1784,NA,-1784
"5139","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,9,"The train is moving fast",3,122219,124163,0,0,0,1914,NA,-1914
"5140","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,10,"A cat jumped off the fence",4,136033,137953,1,4,1,1890,NA,-1890
"5141","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,11,"The train stops at the station",4,147474,149702,1,4,1,2198,NA,-2198
"5142","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,12,"The good boy is helping",3,159662,161352,0,1,0.333333333333333,1660,NA,-1660
"5143","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,13,"The lady stayed for lunch",4,172329,174441,0,3,0.75,2082,NA,-2082
"5144","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,14,"They are riding their bicycles",3,186384,188311,1,3,1,1897,NA,-1897
"5145","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,15,"The faucets are above the sink",4,197531,200342,0,2,0.5,2781,NA,-2781
"5146","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,16,"The puppy plays with the ball",4,214772,217061,1,4,1,2259,NA,-2259
"5147","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,17,"Some brown leaves fell off the tree",6,227493,230592,0,0,0,3069,NA,-3069
"5148","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,18,"They are coming for Christmas",3,243601,245601,0,2,0.666666666666667,1970,NA,-1970
"5149","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,19,"The dog made an angry noise",4,256002,258271,0,1,0.25,2239,NA,-2239
"5150","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,20,"The chicken laid some eggs",4,270283,272210,0,0,0,1897,NA,-1897
"5151","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,21,"The oven is too hot",4,284844,286511,0,0,0,1637,NA,-1637
"5152","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,22,"He lost his hat",3,296191,297601,0,2,0.666666666666667,1380,NA,-1380
"5153","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,23,"The ground is very hard",4,305632,307400,0,1,0.25,1738,NA,-1738
"5154","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,24,"The dog jumped on the chair",4,321966,324089,0,3,0.75,2093,NA,-2093
"5155","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,25,"The driver waited by the corner",4,334487,336640,0,2,0.5,2123,NA,-2123
"5156","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,26,"The buckets hold water",3,349342,351220,0,2,0.666666666666667,1848,NA,-1848
"5157","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,27,"The fish swam in the pond",4,361169,362989,0,3,0.75,1790,NA,-1790
"5158","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,28,"The cows are in the pasture",4,373010,375160,0,2,0.5,2120,NA,-2120
"5159","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,29,"He listened to his father",4,386958,389180,0,3,0.75,2192,NA,-2192
"5160","Second","C3","AD_A","7106","YNH","Japanese","J1M",5.86,30,"The shirts are hanging in the closet",4,398719,401239,0,1,0.25,2490,NA,-2490
"5161","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,1,"The shirts are hanging in the closet",4,25039,27086,0,0,0,2017,NA,-2017
"5162","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,2,"A girl came into the room",4,45387,47017,0,0,0,1600,NA,-1600
"5163","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,3,"The dogs went for a walk",4,62041,63717,0,0,0,1646,NA,-1646
"5164","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,4,"She looked in her mirror",4,74562,76097,0,0,0,1505,NA,-1505
"5165","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,5,"The fish swam in the pond",4,87630,89087,0,0,0,1427,NA,-1427
"5166","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,6,"Some brown leaves fell off the tree",6,101204,103415,0,1,0.166666666666667,2181,NA,-2181
"5167","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,7,"They are riding their bicycles",3,116432,118156,0,0,0,1694,NA,-1694
"5168","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,8,"A cat jumped off the fence",4,131393,132916,0,0,0,1493,NA,-1493
"5169","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,9,"A dish towel is by the sink",5,145407,147205,0,0,0,1768,NA,-1768
"5170","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,10,"He listened to his father",4,158328,159925,0,2,0.5,1567,NA,-1567
"5171","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,11,"The good boy is helping",3,172302,173864,0,2,0.666666666666667,1532,NA,-1532
"5172","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,12,"The puppy plays with the ball",4,184197,185835,0,3,0.75,1608,NA,-1608
"5173","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,13,"The buckets hold water",3,198184,199895,0,0,0,1681,NA,-1681
"5174","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,14,"The candy shop was empty",4,209612,211214,0,0,0,1572,NA,-1572
"5175","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,15,"The cows are in the pasture",4,223039,224854,0,0,0,1785,NA,-1785
"5176","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,16,"The little girl was happy",4,237307,238625,0,0,0,1288,NA,-1288
"5177","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,17,"They are coming for Christmas",3,249935,251646,0,1,0.333333333333333,1681,NA,-1681
"5178","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,18,"The lady stayed for lunch",4,261482,263125,0,3,0.75,1613,NA,-1613
"5179","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,19,"The cow gave some milk",4,273723,275293,0,0,0,1540,NA,-1540
"5180","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,20,"The chicken laid some eggs",4,284617,286334,0,0,0,1687,NA,-1687
"5181","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,21,"The janitor used a broom",3,299778,301214,0,1,0.333333333333333,1406,NA,-1406
"5182","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,22,"He lost his hat",3,312392,313624,0,0,0,1202,NA,-1202
"5183","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,23,"The train is moving fast",3,325673,327423,0,0,0,1720,NA,-1720
"5184","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,24,"The train stops at the station",4,336914,338734,0,2,0.5,1790,NA,-1790
"5185","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,25,"The dog made an angry noise",4,352142,354132,0,3,0.75,1960,NA,-1960
"5186","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,26,"The oven is too hot",4,367050,368482,0,0,0,1402,NA,-1402
"5187","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,27,"The dog jumped on the chair",4,379090,380632,0,2,0.5,1512,NA,-1512
"5188","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,28,"The driver waited by the corner",4,394291,396232,0,1,0.25,1911,NA,-1911
"5189","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,29,"The faucets are above the sink",4,407252,409142,0,0,0,1860,NA,-1860
"5190","Fifth","C3","AD_B","7202","ONH","Japanese","J2M",5.48,30,"The ground is very hard",4,419533,420963,0,2,0.5,1400,NA,-1400
"5191","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,1,"She looked in her mirror",4,9567,11099,0,0,0,1502,NA,-1502
"5192","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,2,"The dog jumped on the chair",4,20848,22398,0,3,0.75,1520,NA,-1520
"5193","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,3,"The chicken laid some eggs",4,30182,31899,0,3,0.75,1687,NA,-1687
"5194","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,4,"A girl came into the room",4,40902,42528,0,0,0,1596,NA,-1596
"5195","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,5,"He listened to his father",4,51090,52687,0,0,0,1567,NA,-1567
"5196","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,6,"A cat jumped off the fence",4,60664,62188,0,0,0,1494,NA,-1494
"5197","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,7,"The oven is too hot",4,71011,72447,0,0,0,1406,NA,-1406
"5198","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,8,"The cow gave some milk",4,81465,83039,0,1,0.25,1544,NA,-1544
"5199","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,9,"The janitor used a broom",3,91959,93397,0,2,0.666666666666667,1408,NA,-1408
"5200","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,10,"The train stops at the station",4,103814,105628,1,4,1,1784,NA,-1784
"5201","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,11,"The train is moving fast",3,113921,115667,1,3,1,1716,NA,-1716
"5202","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,12,"The fish swam in the pond",4,123442,124896,0,2,0.5,1424,NA,-1424
"5203","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,13,"They are riding their bicycles",3,132962,134687,0,0,0,1695,NA,-1695
"5204","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,14,"The little girl was happy",4,142643,143956,1,4,1,1283,NA,-1283
"5205","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,15,"The shirts are hanging in the closet",4,152084,154127,0,0,0,2013,NA,-2013
"5206","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,16,"The cows are in the pasture",4,162644,164456,0,0,0,1782,NA,-1782
"5207","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,17,"Some brown leaves fell off the tree",6,174125,176336,0,0,0,2181,NA,-2181
"5208","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,18,"The ground is very hard",4,187873,189297,0,3,0.75,1394,NA,-1394
"5209","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,19,"The faucets are above the sink",4,197113,198997,0,0,0,1854,NA,-1854
"5210","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,20,"The dogs went for a walk",4,208234,209906,1,4,1,1642,NA,-1642
"5211","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,21,"The lady stayed for lunch",4,218115,219756,0,2,0.5,1611,NA,-1611
"5212","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,22,"The puppy plays with the ball",4,228102,229735,0,1,0.25,1603,NA,-1603
"5213","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,23,"A dish towel is by the sink",5,241743,243536,0,2,0.4,1763,NA,-1763
"5214","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,24,"He lost his hat",3,252224,253456,0,0,0,1202,NA,-1202
"5215","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,25,"The dog made an angry noise",4,261785,263775,0,3,0.75,1960,NA,-1960
"5216","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,26,"The buckets hold water",3,272679,274385,0,0,0,1676,NA,-1676
"5217","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,27,"The candy shop was empty",4,283093,284696,0,0,0,1573,NA,-1573
"5218","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,28,"They are coming for Christmas",3,293680,295385,0,1,0.333333333333333,1675,NA,-1675
"5219","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,29,"The good boy is helping",3,304361,305924,0,1,0.333333333333333,1533,NA,-1533
"5220","Third","C3","AD_B","7107","YNH","Japanese","J2M",5.48,30,"The driver waited by the corner",4,314295,316244,0,2,0.5,1919,NA,-1919
